entity_id,entity_raw,entity_text,dominant_relation,pca_x,pca_y,tsne_x,tsne_y
68,umar,umar,studies at,-0.015354447,-0.14386734,-0.28855777,-0.82374305
92,camera,camera,other,-0.05374175,-0.048213776,2.968603,-0.110222585
5,console,console,owns,-0.17268468,0.21992867,1.974274,-2.4880092
24,berlin,berlin,lives in,-0.15847875,0.14889133,3.3051407,-3.692709
6,dave,dave,works at,-0.060697306,0.30907446,-2.1176062,0.50155824
22,olivia,olivia,married to,-0.07048518,-0.0026834519,1.7007946,-4.1639605
76,network,network,part of,0.13741757,0.32261255,-1.3021215,2.45395
59,studio,studio,owns,0.1308096,0.20773163,-1.1659518,2.4499388
38,henry,henry,parent of,0.0449725,0.021848682,-1.0694838,-0.9869664
16,slack,slack,uses,-0.057795785,0.4758768,-2.6900115,0.006090703
51,bob,bob,married to,0.016847147,-0.20089136,2.6159956,0.63325465
2,victor,victor,works at,-0.023266036,-0.27041382,4.711562,0.13338362
46,motor,motor,part of,0.106025115,0.028028991,0.73149526,0.5836894
82,embassy,embassy,other,0.18337989,-0.17153269,0.62008154,1.584908
34,frank,frank,owns,0.16686493,-0.13964143,2.6527226,1.6796298
7,amazon,amazon,works at,-0.063399814,-0.28923318,2.60253,0.08999645
61,mia,mia,studies at,-0.17046833,0.18178724,2.965489,-3.4203997
62,duke,duke,studies at,-0.14238267,-0.08132241,3.1196146,-2.3364801
67,dubai,dubai,lives in,-0.29674137,-0.098740496,4.135487,-2.4246855
18,seoul,seoul,lives in,-0.1164263,-0.0045068264,2.2184842,-0.8951804
40,vehicle,vehicle,part of,-0.061741684,-0.050611522,2.1238332,-0.6018403
39,module,module,part of,0.23831986,0.0011425407,0.44842,2.5653439
23,brown,brown,studies at,0.093876846,0.13942266,-1.4975989,-0.4644792
36,microsoft,microsoft,works at,0.13766326,0.11955269,1.6572286,1.3307898
12,intel,intel,works at,0.23980239,-0.14367127,2.7710936,2.634428
91,paypal,paypal,other,0.23149268,-0.2544797,1.2310038,3.2685115
88,grace,grace,other,0.23614088,-0.022015585,0.96237415,1.2495595
99,panel,panel,other,-0.14702202,-0.07771898,4.2271066,-0.90007067
45,boston,boston,lives in,-0.2654438,-0.011605307,3.1520185,-3.2524922
47,drone,drone,part of,-0.08648825,-0.09197732,2.242749,-1.1983097
37,adobe,adobe,works at,-0.13921495,-0.10654338,2.9634347,-0.66207397
60,sql,sql,uses,-0.0024334886,-0.041164283,3.8539448,-0.42917973
48,tina,tina,born in,-0.06885757,-0.06710802,4.2979064,-1.3741692
93,terminal,terminal,other,0.25239524,0.1262032,1.7088851,2.1372473
50,oslo,oslo,lives in,0.22417215,0.23414618,-1.1076891,2.727788
70,iisc,iisc,studies at,0.2694535,0.08239355,-2.3911695,-2.345915
26,tokyo,tokyo,lives in,-0.26508957,0.053927127,0.88218164,-3.0201283
84,switch,switch,other,0.11296303,0.2757599,-1.8788812,0.38215268
52,denver,denver,born in,-0.103181146,0.15092221,2.4125834,-2.427528
65,printer,printer,owns,-0.13326114,0.24168462,-2.5828435,1.4462619
80,laptop,laptop,other,0.12765138,-0.1459922,-0.7130665,-1.9614539
33,spark,spark,uses,-0.13797888,-0.09042812,1.7383437,-1.4158659
21,rachel,rachel,married to,0.23441298,-0.010908045,0.024526175,1.0168805
8,port,port,located in,-0.28843093,-0.0670216,4.2154727,-1.6339742
