anchor_id,anchor_raw,anchor_text,rank,neighbor_id,neighbor_raw,neighbor_text,cosine_similarity
12066,/m/0cv2m,Chhattisgarh,9,14383,/m/0f4r5,United States Bureau of Land Management,0.9496809244155884
12066,/m/0cv2m,Chhattisgarh,10,12755,/m/01b85,Bordeaux,0.9489433765411377
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,1,3019,/m/02x6dqb,Annie,0.9784395098686218
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,2,1262,/m/0cz8mkh,Final Destination 5,0.9728986620903015
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,3,9203,/m/0291ck,Young Frankenstein,0.9680643081665039
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,4,6238,/m/04cppj,Road Trip,0.9669410586357117
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,5,2158,/m/02stbw,Best in Show,0.9657867550849915
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,6,4233,/m/0272_vz,Mamma Mia!,0.9648066163063049
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,7,3714,/m/01vw8k,Troy,0.9642038941383362
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,8,11065,/m/05sbv3,Gigi,0.9639453291893005
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,9,7583,/m/0cbn7c,The Maltese Falcon,0.9637964963912964
1679,/m/028cg00,The Mummy - Tomb of the Dragon Emperor,10,4948,/m/0kbf1,The Song of Bernadette,0.9637932777404785
11087,/m/0bm9xk,Hans J. Salter,1,6115,/m/0kh3,Motor neuron disease,0.9604049921035767
11087,/m/0bm9xk,Hans J. Salter,2,9200,/m/09tlc8,Rogue,0.9579576253890991
11087,/m/0bm9xk,Hans J. Salter,3,13928,/m/0dd2f,Kill Rock Stars,0.9576048254966736
11087,/m/0bm9xk,Hans J. Salter,4,8374,/m/023p18,Iowa Writers' Workshop,0.9569841623306274
11087,/m/0bm9xk,Hans J. Salter,5,7619,/m/02nvg1,Kellogg School of Management,0.9569474458694458
11087,/m/0bm9xk,Hans J. Salter,6,11276,/m/02bpy_,Liberty University,0.956055760383606
11087,/m/0bm9xk,Hans J. Salter,7,8665,/m/019l3m,Anne Baxter,0.9558231830596924
11087,/m/0bm9xk,Hans J. Salter,8,12186,/m/09xzd,Chevrolet,0.9552301168441772
11087,/m/0bm9xk,Hans J. Salter,9,10318,/m/0cc1v,Prince George's County,0.9539316892623901
11087,/m/0bm9xk,Hans J. Salter,10,354,/m/015pdg,Southern rock,0.9528588056564331
12135,/m/045xh,"James Tiptree, Jr. Award",1,10989,/m/0cjcbg,Primetime Emmy Award for Outstanding Animated Program  (for Programming Less Than One Hour),0.8718246817588806
12135,/m/045xh,"James Tiptree, Jr. Award",2,7508,/m/09lvl1,Tony Award for Best Featured Actor in a Musical,0.8610401749610901
12135,/m/045xh,"James Tiptree, Jr. Award",3,12432,/m/07kfzsg,Hong Kong Film Award for Best Actress,0.8379939198493958
12135,/m/045xh,"James Tiptree, Jr. Award",4,2509,/m/02vm9nd,Daytime Emmy Award for Outstanding Game/Audience Participation Show,0.8324077725410461
12135,/m/045xh,"James Tiptree, Jr. Award",5,759,/m/0ddd9,Nobel Prize in Literature,0.82756108045578
12135,/m/045xh,"James Tiptree, Jr. Award",6,11296,/m/058bzgm,Locus Award for Best First Novel,0.8259714245796204
12135,/m/045xh,"James Tiptree, Jr. Award",7,2996,/m/07h0cl,AACTA Award for Best Lead Actress,0.8178197145462036
12135,/m/045xh,"James Tiptree, Jr. Award",8,7364,/m/04fgkf_,Daytime Emmy Award for Outstanding Talk Show Host,0.8177904486656189
12135,/m/045xh,"James Tiptree, Jr. Award",9,4459,/m/04ldyx1,Primetime Emmy Award for Outstanding Music Composition - Series,0.8162719011306763
12135,/m/045xh,"James Tiptree, Jr. Award",10,8890,/m/05h5nb8,Golden Bear,0.811787486076355
8935,/m/08j7lh,Election,1,6924,/m/0280061,This Is England,0.9608517289161682
8935,/m/08j7lh,Election,2,5013,/m/02gs6r,Kiki's Delivery Service,0.956778347492218
8935,/m/08j7lh,Election,3,8605,/m/076xkps,Priest,0.9546855092048645
8935,/m/08j7lh,Election,4,5551,/m/0ggbfwf,Salmon Fishing in the Yemen,0.9538866281509399
8935,/m/08j7lh,Election,5,6137,/m/02z44tp,"Rich Man, Poor Man",0.953384280204773
8935,/m/08j7lh,Election,6,2067,/m/02725hs,Captain Corelli's Mandolin,0.9528708457946777
8935,/m/08j7lh,Election,7,12112,/m/0d8w2n,Shortbus,0.9512659907341003
8935,/m/08j7lh,Election,8,5456,/m/0992d9,15 Minutes,0.951202929019928
8935,/m/08j7lh,Election,9,5849,/m/03mnn0,Standing in the Shadows of Motown,0.9505806565284729
8935,/m/08j7lh,Election,10,5952,/m/02q8ms8,The Brothers Bloom,0.9500155448913574
1424,/m/051kv,Methodism,1,2528,/m/019cr,Baptists,0.955623984336853
1424,/m/051kv,Methodism,2,8332,/m/04pk9,Lutheranism,0.9268853664398193
1424,/m/051kv,Methodism,3,4372,/m/0n2g,Anglicanism,0.8801568746566772
1424,/m/051kv,Methodism,4,7142,/m/092bf5,Buddhism,0.8801319599151611
1424,/m/051kv,Methodism,5,44,/m/01lp8,Christianity,0.8729917407035828
1424,/m/051kv,Methodism,6,6851,/m/03_gx,Judaism-GB,0.8619082570075989
1424,/m/051kv,Methodism,7,2357,/m/0631_,Presbyterianism,0.8288383483886719
1424,/m/051kv,Methodism,8,2456,/m/0kpl,Atheism,0.8269671201705933
1424,/m/051kv,Methodism,9,7968,/m/021_0p,Churches of Christ,0.8124939799308777
1424,/m/051kv,Methodism,10,363,/m/0flw86,Islam,0.8115771412849426
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,1,3832,/m/03zw80,Dallas Theological Seminary,0.9578281044960022
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,2,1593,/m/0f1vrl,Haim Saban,0.9511162042617798
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,3,13191,/m/01qdcv,Socialist Party,0.9504368305206299
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,4,8361,/m/05dbyt,Bob Gunton,0.9464089274406433
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,5,14430,/m/018l5l,Mezzo-soprano,0.9451952576637268
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,6,14164,/m/014wxc,Hawaiian Islands,0.9433947205543518
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,7,12477,/m/0mzj_,Military,0.9433277249336243
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,8,6232,/m/027gy0k,Speed Racer,0.9431910514831543
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,9,11370,/m/0mmty,Clallam County,0.9430701732635498
9674,/m/0bzrsh,1986 NCAA Men's Division I Basketball Tournament,10,1134,/m/0xy28,Auburn,0.9430193901062012
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,1,711,/m/09qv3c,Primetime Emmy Award for Outstanding Supporting Actor - Comedy Series,0.9499406814575195
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,2,2630,/m/04mqgr,Tony Award for Best Book of a Musical,0.9459717869758606
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,3,739,/m/02x1dht,Satellite Award for Best Original Screenplay,0.9452614784240723
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,4,677,/m/027986c,Los Angeles Film Critics Association Award for Best Actor,0.9416863322257996
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,5,2153,/m/02qvyrt,BAFTA Award for Best Film Music,0.9371700286865234
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,6,2984,/m/02qt02v,Japan Academy Prize for Outstanding Foreign Language Film,0.9353814125061035
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,7,6725,/m/01ck6v,Grammy Award for Best Solo Rock Vocal Performance,0.9348466396331787
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,8,2820,/m/0gqy2,Academy Award for Best Actor in a Supporting Role,0.9344419836997986
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,9,2003,/m/0gs96,Academy Award for Best Costume Design,0.9312954545021057
6912,/m/027571b,Los Angeles Film Critics Association Award for Best Actress,10,502,/m/02hsq3m,BAFTA Award for Best Special Visual Effects,0.9308531284332275
520,/m/03lpp_,Washington Nationals,1,14322,/m/0lxg6,Varna,0.9571703672409058
520,/m/03lpp_,Washington Nationals,2,8249,/m/02wmbg,Rajnikanth,0.9569668173789978
520,/m/03lpp_,Washington Nationals,3,12868,/m/07s5fz,Shandong Luneng Taishan F.C.,0.9566711187362671
520,/m/03lpp_,Washington Nationals,4,8234,/m/096cw_,FC Barcelona B,0.955115020275116
520,/m/03lpp_,Washington Nationals,5,14281,/m/0mk_3,Fond du Lac County,0.9542884826660156
520,/m/03lpp_,Washington Nationals,6,11473,/m/07mfk,Theravada,0.9533495903015137
520,/m/03lpp_,Washington Nationals,7,13354,/m/0c663,Apulia,0.9516666531562805
520,/m/03lpp_,Washington Nationals,8,1226,/m/03fghg,Toshiyuki Morikawa,0.9512303471565247
520,/m/03lpp_,Washington Nationals,9,11052,/m/0bqch,Marcel Duchamp,0.9507985711097717
520,/m/03lpp_,Washington Nationals,10,12499,/m/036kmk,Grays Athletic F.C.,0.950667679309845
488,/m/01gvr1,Cicely Tyson,1,4133,/m/02mjf2,Matthew McConaughey,0.9731326103210449
488,/m/01gvr1,Cicely Tyson,2,1976,/m/0pyg6,Vanessa L. Williams,0.9707799553871155
488,/m/01gvr1,Cicely Tyson,3,1000,/m/0b68vs,Corinne Bailey Rae,0.9678602814674377
488,/m/01gvr1,Cicely Tyson,4,3018,/m/011_3s,Lily Tomlin,0.9666770696640015
488,/m/01gvr1,Cicely Tyson,5,2147,/m/016z2j,Robert Downey Jr.,0.9640358090400696
488,/m/01gvr1,Cicely Tyson,6,2541,/m/014q2g,Keith Richards,0.963770866394043
488,/m/01gvr1,Cicely Tyson,7,11514,/m/0dn44,Terry Jones,0.9631706476211548
488,/m/01gvr1,Cicely Tyson,8,4079,/m/0jmj,Alan Alda,0.9630623459815979
488,/m/01gvr1,Cicely Tyson,9,8880,/m/01nfys,Steve Coogan,0.9617579579353333
488,/m/01gvr1,Cicely Tyson,10,3092,/m/05np4c,Ellen Pompeo,0.961324155330658
1535,/m/0170pk,Geoffrey Rush,1,2934,/m/0fb1q,Whoopi Goldberg,0.9730439782142639
1535,/m/0170pk,Geoffrey Rush,2,1819,/m/01ycbq,Christopher Plummer,0.9715762734413147
1535,/m/0170pk,Geoffrey Rush,3,4100,/m/02kxwk,Kathy Bates,0.9704163074493408
1535,/m/0170pk,Geoffrey Rush,4,2347,/m/0227tr,Brendan Fraser,0.9698616862297058
1535,/m/0170pk,Geoffrey Rush,5,600,/m/07lt7b,Marion Cotillard,0.9686486721038818
1535,/m/0170pk,Geoffrey Rush,6,1342,/m/02wcx8c,Peter Jacobson,0.9666256904602051
1535,/m/0170pk,Geoffrey Rush,7,4769,/m/048q6x,Robert Morse,0.9648359417915344
1535,/m/0170pk,Geoffrey Rush,8,9263,/m/01hcj2,Christina Applegate,0.963981568813324
1535,/m/0170pk,Geoffrey Rush,9,2496,/m/034g2b,Rory Cochrane,0.9638067483901978
1535,/m/0170pk,Geoffrey Rush,10,949,/m/0h1mt,Jane Fonda,0.9617891907691956
3582,/m/0d_wms,Superman II: The Richard Donner Cut,1,3291,/m/017kct,Oh! What a Lovely War,0.9758860468864441
3582,/m/0d_wms,Superman II: The Richard Donner Cut,2,4421,/m/0gkz3nz,Moonrise Kingdom,0.975174069404602
3582,/m/0d_wms,Superman II: The Richard Donner Cut,3,3019,/m/02x6dqb,Annie,0.9725038409233093
3582,/m/0d_wms,Superman II: The Richard Donner Cut,4,4691,/m/0194zl,Iris,0.9722415804862976
3582,/m/0d_wms,Superman II: The Richard Donner Cut,5,2890,/m/0htww,The Caine Mutiny,0.9721107482910156
3582,/m/0d_wms,Superman II: The Richard Donner Cut,6,1540,/m/035yn8,The Exorcist,0.9693053364753723
3582,/m/0d_wms,Superman II: The Richard Donner Cut,7,8998,/m/05y0cr,Cyrano de Bergerac,0.9691741466522217
3582,/m/0d_wms,Superman II: The Richard Donner Cut,8,4541,/m/026qnh6,Australia,0.9691357612609863
3582,/m/0d_wms,Superman II: The Richard Donner Cut,9,1867,/m/01j8wk,Don't Say a Word,0.9689451456069946
3582,/m/0d_wms,Superman II: The Richard Donner Cut,10,4338,/m/0h03fhx,Argo,0.9683399200439453
3811,/m/031q3w,Horace Mann School,1,8326,/m/0226cw,John Dingell,0.9560512900352478
3811,/m/031q3w,Horace Mann School,2,14191,/m/0mkc3,Wood County,0.9539669156074524
3811,/m/031q3w,Horace Mann School,3,14248,/m/07q68q,Samuel Vincent,0.953576922416687
3811,/m/031q3w,Horace Mann School,4,14033,/m/0g9fm,Chatham,0.9531311392784119
3811,/m/031q3w,Horace Mann School,5,9200,/m/09tlc8,Rogue,0.9522992968559265
3811,/m/031q3w,Horace Mann School,6,13805,/m/0cfywh,Jagdeep,0.9522308707237244
3811,/m/031q3w,Horace Mann School,7,12086,/m/0f83g2,Hapoel Be'er Sheva F.C.,0.9515106678009033
3811,/m/031q3w,Horace Mann School,8,14269,/m/018ckn,Arunachal Pradesh,0.9506976008415222
3811,/m/031q3w,Horace Mann School,9,354,/m/015pdg,Southern rock,0.9506553411483765
3811,/m/031q3w,Horace Mann School,10,5560,/m/01f_3w,Jive Records,0.9506235718727112
8279,/m/02y7sr,Duff McKagan,1,2702,/m/03xl77,Travis Barker,0.9387892484664917
8279,/m/02y7sr,Duff McKagan,2,4508,/m/02lymt,Wesley Snipes,0.9328852891921997
8279,/m/02y7sr,Duff McKagan,3,4711,/m/03f1d47,Macy Gray,0.9271460175514221
8279,/m/02y7sr,Duff McKagan,4,614,/m/0274ck,Devin Townsend,0.9269137978553772
8279,/m/02y7sr,Duff McKagan,5,2632,/m/01vn35l,Steve Winwood,0.9264436364173889
8279,/m/02y7sr,Duff McKagan,6,530,/m/0168cl,Jimmy Buffett,0.9242922067642212
8279,/m/02y7sr,Duff McKagan,7,3471,/m/0lzkm,Jim O'Rourke,0.9240898489952087
8279,/m/02y7sr,Duff McKagan,8,2582,/m/02w4fkq,Colbie Caillat,0.9208382368087769
8279,/m/02y7sr,Duff McKagan,9,5444,/m/024zq,Charles Mingus,0.9207459688186646
8279,/m/02y7sr,Duff McKagan,10,6313,/m/016sqs,George Strait,0.920344352722168
9863,/m/0p76z,Jethro Tull,1,8815,/m/07rnh,The Fall,0.9038020372390747
9863,/m/0p76z,Jethro Tull,2,9411,/m/02pt27,Steve Hackett,0.8999040722846985
9863,/m/0p76z,Jethro Tull,3,5477,/m/0bpk2,Tangerine Dream,0.8979230523109436
9863,/m/0p76z,Jethro Tull,4,8333,/m/0jn38,Dream Theater,0.8966947793960571
9863,/m/0p76z,Jethro Tull,5,1545,/m/01fl3,The Beach Boys,0.8960953950881958
9863,/m/0p76z,Jethro Tull,6,4193,/m/0fcsd,Asia,0.8947714567184448
9863,/m/0p76z,Jethro Tull,7,7850,/m/02hzz,Devo,0.8947423100471497
9863,/m/0p76z,Jethro Tull,8,12756,/m/0fsyx,The Cure,0.8939812183380127
9863,/m/0p76z,Jethro Tull,9,4373,/m/0394y,Grateful Dead,0.8936081528663635
9863,/m/0p76z,Jethro Tull,10,8874,/m/011_vz,Faith No More,0.8852160573005676
434,/m/04ztj,Marriage,1,141,/m/05zppz,Male,0.9612991213798523
434,/m/04ztj,Marriage,2,1665,/m/01g63y,Domestic partnership,0.9611853361129761
434,/m/04ztj,Marriage,3,23,/m/029j_,DVD,0.9568047523498535
434,/m/04ztj,Marriage,4,1936,/m/01vx2h,Visual Effects,0.9536702632904053
434,/m/04ztj,Marriage,5,64,/m/09zzb8,Makeup Artist-GB,0.9534983038902283
434,/m/04ztj,Marriage,6,1877,/m/02rh1dz,Visual Effects Art Director,0.9524058103561401
434,/m/04ztj,Marriage,7,9,/m/02nzb8,Midfielder,0.9521337151527405
434,/m/04ztj,Marriage,8,1098,/m/0ch6mp2,Sound Mixer,0.9512820243835449
434,/m/04ztj,Marriage,9,117,/m/0dgrmp,Goalkeeper,0.950631320476532
434,/m/04ztj,Marriage,10,1881,/m/0dxtw,Special Effects,0.947973906993866
9195,/m/035nm,General Motors,1,12588,/m/01fkr_,VH1,0.9568321704864502
9195,/m/035nm,General Motors,2,9326,/m/06wvfq,Rekha,0.9458711743354797
9195,/m/035nm,General Motors,3,8407,/m/026kmvf,Thiago Silva,0.9449949264526367
9195,/m/035nm,General Motors,4,4237,/m/012wg,Alan Jay Lerner,0.9436903595924377
9195,/m/035nm,General Motors,5,7324,/m/079kdz,Peter Horton,0.9431117177009583
9195,/m/035nm,General Motors,6,12094,/m/02mgp,Ecology,0.9420665502548218
9195,/m/035nm,General Motors,7,9076,/m/04rvy8,Ronald Neame,0.9420100450515747
9195,/m/035nm,General Motors,8,4561,/m/0638kv,William Cameron Menzies,0.9407698512077332
9195,/m/035nm,General Motors,9,13497,/m/03d29b,Mamiko Noto,0.9400449991226196
9195,/m/035nm,General Motors,10,12558,/m/0g72r,Charles Bukowski,0.9395274519920349
3257,/m/082gq,War film,1,470,/m/0lsxr,Crime Fiction,0.9749922752380371
3257,/m/082gq,War film,2,6394,/m/01t_vv,Comedy-drama,0.9728993773460388
3257,/m/082gq,War film,3,147,/m/06cvj,Romantic comedy,0.9723439812660217
3257,/m/082gq,War film,4,844,/m/06n90,Science Fiction,0.9714862704277039
3257,/m/082gq,War film,5,163,/m/05p553,Comedy-GB,0.9708782434463501
3257,/m/082gq,War film,6,6607,/m/03bxz7,Biographical film,0.9652352929115295
3257,/m/082gq,War film,7,1211,/m/02l7c8,Romance Film,0.9635225534439087
3257,/m/082gq,War film,8,439,/m/03npn,Horror,0.959646999835968
3257,/m/082gq,War film,9,658,/m/01jfsb,Thriller,0.9561504125595093
3257,/m/082gq,War film,10,466,/m/02n4kr,Mystery,0.9551656246185303
11731,/m/02h400t,Financial Services,1,9450,/m/05z55,Pasta,0.9338072538375854
11731,/m/02h400t,Financial Services,2,5883,/m/033cnk,Egg,0.9336360692977905
11731,/m/02h400t,Financial Services,3,8878,/m/02x08c,Richard Widmark,0.9326366782188416
11731,/m/02h400t,Financial Services,4,4987,/m/01gl9g,CNBC,0.9290592670440674
11731,/m/02h400t,Financial Services,5,11380,/m/0jnb0,Tex Avery,0.9262629747390747
11731,/m/02h400t,Financial Services,6,13010,/m/01mgsn,Kingston,0.9262471795082092
11731,/m/02h400t,Financial Services,7,4945,/m/01h8f,Bruce Campbell,0.924274206161499
11731,/m/02h400t,Financial Services,8,2746,/m/01rnxn,Bruce Dern,0.9239897727966309
11731,/m/02h400t,Financial Services,9,13724,/m/089_x,20th century,0.9234354496002197
11731,/m/02h400t,Financial Services,10,7967,/m/03rqww,Caleb Deschanel,0.9233484268188477
