entity_id,entity_raw,entity_text,dominant_relation,amp_00,amp_01,amp_02,amp_03,amp_04,amp_05,amp_06,amp_07,amp_08,amp_09,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51,amp_52,amp_53,amp_54,amp_55,amp_56,amp_57,amp_58,amp_59,amp_60,amp_61,amp_62,amp_63
10587,/m/03j90,Hans Christian Andersen,people person places lived. people place lived location,0.1175064519+0.0121993944j,0.1384721994+0.0548442751j,0.1252519339+0.0661849454j,0.1484750956+0.0534762032j,0.1063130721+0.0359584242j,0.0902990699+0.0744562522j,0.1176485121+0.0590890087j,0.1130897999+0.0474189892j,0.1449852884-0.0353072099j,0.1683363020-0.0213580318j,0.1619758010-0.0085935509j,0.1551230103-0.0568825155j,0.1098889336+0.0633896291j,0.0897579193+0.0751279742j,0.1238158867+0.0600724481j,0.1109507605+0.0228693578j,0.1191105321+0.0697928667j,0.1475481093+0.0747564360j,0.0952195227+0.1015200317j,0.1383705735+0.0522749424j,0.0655642524+0.1101804674j,0.0652225018+0.1123274267j,0.0629960671+0.1128106937j,0.0874936208+0.0693186745j,0.1460178941-0.0034722188j,0.1576510668-0.0429701246j,0.1341026127+0.0099489968j,0.1148280650-0.0744501501j,0.0649377108+0.1050851047j,0.0752019286+0.0824987367j,0.0732430443+0.0850298554j,0.0843076855+0.0223407764j,0.0859574080-0.0361060947j,0.0811338723-0.0589452237j,0.0828065276-0.0365510657j,0.0407105088-0.0817022100j,0.1391424984+0.0153791187j,0.1197383255-0.0055932822j,0.1284602433-0.0206930935j,0.0757984743-0.0750225186j,0.0728826001-0.1047915742j,0.0300268307-0.1209775060j,0.0414412059-0.1044471413j,-0.0449397042-0.0961062089j,0.1596170366+0.0119101563j,0.1151991561-0.0321616791j,0.1294018924-0.0556648001j,0.0366095752-0.0955281332j,0.1056246981+0.0073984107j,0.0943525657-0.0508930683j,0.0845911875-0.0038790256j,0.0386713333-0.0679470152j,0.0992635936+0.1148191541j,0.1180974245+0.0416628681j,0.1057570875+0.0576437041j,0.0785134286-0.0385114700j,0.0947469771-0.0784849972j,0.0180234257-0.1147057861j,0.0471567400-0.0753914863j,-0.0461048223-0.0646926835j,0.1195082664+0.0835417882j,0.1045500189-0.0111500937j,0.1044920310+0.0070841624j,0.0298851319-0.0609718114j
1612,/m/015882,Linda Ronstadt,music genre artists,0.0961035341+0.0578555241j,0.0945006013+0.0202215891j,0.0528466552+0.0913859382j,0.0829290748+0.0378139243j,0.0008938278+0.1136895046j,0.0752392262+0.0571439341j,-0.0227292981+0.1003383473j,0.0726013854+0.0492668152j,0.1457911730-0.0666645765j,-0.0050788075-0.1428086460j,0.1467828155+0.0356482416j,0.0405308902-0.1156998128j,0.0525953919+0.1091049314j,0.0803673267-0.0606136695j,-0.0021149497+0.1054518893j,0.0715854466-0.0381439738j,0.0357162543+0.1273343116j,0.0338526256+0.1000965908j,-0.0159202535+0.1400205940j,0.0235535018+0.1020893604j,-0.1387797743+0.0897893012j,-0.0439577363+0.1221353486j,-0.1477881968+0.0666625276j,-0.0248391256+0.1162583157j,0.1591572613-0.1122951135j,0.0088300277-0.1621497869j,0.1794072688-0.0122466665j,0.0464328937-0.1344289631j,0.0715978518+0.1529599279j,0.1237331405-0.0471411049j,0.0195851363+0.1507929265j,0.1072928682-0.0377256423j,0.1018426269+0.0008767177j,0.1081524044-0.0450645685j,0.0931281298+0.0137046864j,0.0931169465-0.0527591221j,0.0647285581+0.0571152717j,0.0889052525-0.0218063667j,0.0656873286+0.0442831106j,0.0696846545-0.0506346114j,0.0002355794-0.1403012723j,-0.1619493514-0.0559625141j,0.0357682705-0.1227204502j,-0.1343208998-0.0501116998j,0.0996598005-0.0281221084j,-0.0516529530-0.0951028317j,0.0872359127-0.0176920351j,-0.0561977699-0.0659481585j,0.0486614220+0.0970300734j,0.0696870983+0.1088577956j,0.0436432809+0.0902941748j,0.0809022412+0.0715963617j,-0.0518415347+0.1001090333j,0.0229508746+0.1221921146j,-0.0226821024+0.0921768546j,0.0626272038+0.0752070472j,0.0217647403-0.1476117671j,-0.1304763556-0.1288247108j,0.0451431684-0.1248273402j,-0.1185365096-0.0980952531j,0.1245474666+0.0050510066j,0.0171052255-0.1318206340j,0.1081291586-0.0017643403j,-0.0240545850-0.1075831354j
993,/m/047yc,Kuwait,film film release date s. film film regional release date film release region,-0.0402158462+0.0706645548j,-0.0755026788+0.0444966555j,-0.1417487264-0.0665407181j,-0.1073693484-0.0528970137j,-0.0877983421+0.0347378477j,-0.1241883934+0.0182960443j,-0.1338641942-0.0363242626j,-0.1363204122-0.0385344103j,-0.1451250017+0.0287362114j,-0.0967172608-0.0215430204j,-0.1341333389-0.0358857289j,-0.0598733425-0.0350756906j,-0.1518337429-0.0200922489j,-0.1103719026-0.0552500039j,-0.1719339192+0.0089084655j,-0.0946182311-0.0324525237j,-0.0556874648+0.0382948406j,-0.0946831107+0.0453847423j,-0.1670744717-0.0053177401j,-0.1659199893-0.0152835585j,-0.0840427577+0.0354669467j,-0.1334226429+0.0638916790j,-0.1365541965+0.0693271011j,-0.1903657317+0.0915491357j,-0.1895257235+0.0202757698j,-0.1290595829-0.0064515499j,-0.1367551982+0.0004826412j,-0.0722274110-0.0321016572j,-0.1960826367+0.0137782842j,-0.1563993096-0.0048121782j,-0.1612572223+0.1351348162j,-0.1371580511+0.0377311818j,-0.0168570764+0.0071903369j,-0.0245112795+0.0009337530j,-0.0453698859-0.0140218846j,-0.0388353318-0.0068011009j,-0.0600082725+0.0331121609j,-0.0919284970+0.0246497933j,-0.1229758784-0.0036890432j,-0.1263870895-0.0066496078j,-0.0451523513+0.0012494905j,-0.0245543774-0.0121758562j,-0.0621934086-0.0076975413j,-0.0262759216-0.0104820216j,-0.1249113381+0.0021405015j,-0.0927036479-0.0316687338j,-0.1648458242+0.0288334489j,-0.0907071382-0.0159100406j,-0.0180104561+0.0038797082j,-0.0281795207+0.0102603491j,-0.0661004931+0.0097070234j,-0.0755830035+0.0181628969j,-0.0636158586+0.0399344377j,-0.1014977768+0.0711091161j,-0.1286858320+0.0942276642j,-0.1879678965+0.1224766448j,-0.0538796261+0.0135452095j,-0.0332550220+0.0008894192j,-0.0919726118+0.0184792653j,-0.0557085462-0.0062720431j,-0.1664356589+0.0474333130j,-0.1304304749+0.0209916420j,-0.1872342825+0.1480858624j,-0.1541370898+0.0435691178j
6596,/m/0ycp3,Jane's Addiction,music genre artists,0.0949980766-0.0004988910j,0.0781232044-0.0128680132j,0.1319053173+0.1055719778j,0.0698951036+0.0160685033j,0.0777191669+0.0140920635j,0.0442691445-0.0103551429j,0.0495009013+0.1406836808j,0.0303350706+0.0112935398j,0.1846896857-0.0332373120j,0.0685325861-0.0969124287j,0.1878909022+0.1605837047j,0.0672080219-0.0207911152j,0.1691364944+0.0324763134j,0.0452748388-0.0602557585j,0.0488428921+0.2641546726j,0.0354557335-0.0038523115j,0.1004358530+0.0163935218j,0.0668770820+0.0379704982j,0.0382909104+0.1667326391j,0.0080816951+0.0677831173j,0.0664469674+0.0313754044j,0.0335894227+0.0200255010j,-0.0558574311+0.1229023635j,-0.0040901001+0.0273193065j,0.2378922403-0.0932220593j,0.1294321120-0.0780784488j,0.1746882200+0.2766506672j,0.0663236454+0.0528652705j,0.2053212374+0.0184479970j,0.0759222209-0.0332102887j,-0.0626720339+0.3140195906j,0.0174468774+0.0298009310j,0.0624415427-0.0077830451j,0.0271293931-0.0264194198j,0.0812015310+0.0197570212j,0.0195611939-0.0216563474j,0.0516094044-0.0270311479j,0.0012496512-0.0226714648j,0.0787487328+0.0226326082j,-0.0011065522-0.0198255014j,0.0799638629-0.0824338198j,-0.0280507654-0.0523888022j,0.1219648942-0.0364937522j,-0.0111477934-0.0346200690j,0.0658266842-0.0934519097j,-0.0377959125-0.0168891195j,0.1486940533-0.0160803422j,-0.0259748250-0.0175773315j,0.0719402507+0.0237852931j,0.0397709012+0.0100887651j,0.0289470125+0.0888734087j,0.0197263490+0.0202302709j,0.0617040023+0.0028693054j,0.0203579441-0.0085462425j,0.0156868510+0.0809210911j,0.0159305949+0.0011078727j,0.1394753903-0.1154362708j,0.0235254150-0.0818629488j,0.1655234843+0.0670002848j,0.0357003734-0.0217943974j,0.1154890582-0.1101093143j,-0.0143466741-0.0491266921j,0.1522771418+0.1136942580j,0.0093594883-0.0286822747j
11931,/m/042g97,Superman III,award award nominated work award nominations. award award nomination nominated for,0.0203118864-0.0659542605j,0.0618911609-0.0324136913j,0.0344188772-0.0522184297j,0.0700087994+0.0050079133j,0.0229254924-0.0610027350j,0.0991984159+0.0270254221j,0.0371443629-0.0344182663j,0.0425654836+0.0726854131j,0.0614953302-0.0025981320j,-0.0094005372+0.0966627374j,0.0691894889+0.0096618254j,-0.0502131283+0.1031373516j,0.0624710917-0.0204902291j,-0.0701099262+0.1128524020j,0.0647720844+0.0034771538j,-0.1112350374+0.0529907718j,-0.0294670165-0.1169647127j,-0.0044492120-0.1046027392j,-0.0141868824-0.0820969567j,0.0202838778-0.0743888766j,-0.0098302951-0.1236940250j,0.1145175472-0.0950016826j,0.0139792711-0.0702079460j,0.0879620463-0.0064745098j,0.0910210982+0.0397426821j,-0.0031760139+0.1675360352j,0.0775817707+0.0292008072j,-0.0277811233+0.1472505033j,0.1112080961+0.0264776684j,-0.1462531835+0.2119413614j,0.0766540840+0.0299042184j,-0.1519152820+0.0948048532j,-0.0304309335-0.0692020282j,0.0027324855-0.0658381283j,-0.0257240459-0.0593863018j,0.0188771244-0.0572846159j,-0.0363300219-0.0672690645j,0.0666166022-0.0778365731j,-0.0177114829-0.0521258190j,0.0705640987-0.0262887217j,0.0641662329-0.0151274400j,0.0424180441+0.0985196531j,0.0659144893-0.0226842817j,0.0357784703+0.1150866449j,0.0599307828-0.0457831286j,0.0123162214+0.1699833274j,0.0576295406-0.0375403874j,-0.0337400883+0.1432913542j,-0.1307879388-0.0899732485j,-0.1312847435-0.0668287575j,-0.0948704705-0.0401314422j,-0.0904998258-0.0471418761j,-0.1425994486-0.1035808921j,-0.0769457519-0.2041690946j,-0.0759218708-0.0512022078j,-0.0084469672-0.1105230600j,0.1203069985+0.0255287904j,0.0992113054+0.1709456444j,0.0956803262-0.0123714311j,0.0962987766+0.1396556348j,0.1513502598-0.0172051843j,0.0222288258+0.3553922772j,0.0959311426-0.0283803493j,-0.0152975414+0.2258682400j
5559,/m/01znj1,Gallipoli,film film subject films,0.0375483334-0.0584040135j,0.0425224565-0.0623327978j,0.0678976104-0.0409390926j,0.0753129274-0.0420543253j,0.1065241545-0.0633612052j,0.1066541523-0.0158879254j,0.1106714010+0.0193262119j,0.0808614641+0.0508240052j,0.0644560233-0.0433322750j,0.1003767774-0.0126715805j,0.0650977716-0.0091111343j,0.0811262876+0.0246431902j,0.1541647911+0.0414794758j,0.0721181110+0.1431962252j,0.0650740713+0.0968639255j,-0.0231799558+0.1121166795j,-0.0022751046-0.0713155121j,0.0045363177-0.0894130245j,0.0191098191-0.0704775602j,0.0303704627-0.0865525380j,0.1126625016-0.0476528518j,0.1341080666+0.0080402587j,0.1137205586+0.0174990948j,0.1009408534+0.0705286339j,0.0576022565-0.0556998439j,0.1163183972-0.0281443652j,0.0583695099-0.0285165682j,0.0951890051+0.0025462490j,0.1101207286+0.1190983802j,-0.0334523022+0.1860540211j,0.0180067606+0.1226580665j,-0.0939679369+0.1016419977j,-0.0204281695-0.0381591395j,-0.0206841566-0.0540889502j,-0.0116209965-0.0515641719j,-0.0013018996-0.0647947416j,0.0585498735-0.1091089919j,0.0917904451-0.0674625710j,0.0831018388-0.0634446368j,0.0878698155-0.0207425952j,0.0236568972-0.0556948707j,0.0748605281-0.0421839096j,0.0325047448-0.0408525690j,0.0652937591-0.0183803290j,0.1502030343+0.0582746491j,0.0481180362+0.1438895911j,0.0750379264+0.0762656629j,-0.0032473691+0.0967941806j,-0.0857875720-0.0479105338j,-0.1107628793-0.1056152284j,-0.0844222680-0.0583441928j,-0.0965134352-0.1140225232j,0.1265505105-0.1368826032j,0.2039832324-0.0537271537j,0.1315837204-0.0776977837j,0.1624079347+0.0064523229j,0.0550452620-0.1227938160j,0.1920470148-0.0746241063j,0.0562083125-0.0908332095j,0.1457521319-0.0432204306j,0.1129206568+0.2090208381j,-0.1285971403+0.2146327049j,0.0203590766+0.1509436369j,-0.1162119508+0.0943199396j
13116,/m/05gqy,Nanjing,location capital of administrative division capital of. location administrative division capital relationship administrative division,0.0874256343+0.0629519075j,0.1079476848-0.0045139529j,0.0881496444+0.0828115121j,0.1367119402+0.0157572087j,0.1250791103+0.0255514886j,0.0972021595-0.0103958789j,0.0993741080+0.0492521450j,0.0939603522+0.0185435005j,0.0919856429+0.0353744887j,0.0715180784-0.0394214988j,0.1302044839+0.0806457177j,0.1395562738-0.0343497321j,0.1293837726+0.0301827658j,0.0791238546-0.0217887182j,0.1362868845+0.0779325888j,0.1083412617+0.0108116427j,0.0969341397+0.0572019517j,0.1134146824+0.0203581620j,0.0826845542+0.0306384340j,0.1010663882+0.0041787131j,0.1282447875+0.0324290544j,0.1000461802+0.0257875752j,0.0772554427+0.0167257302j,0.0672721937+0.0190489944j,0.1086148769+0.0444621369j,0.0968464985-0.0156341568j,0.1216812655+0.0347264670j,0.1165204495-0.0235605612j,0.1439965814+0.0583564453j,0.0957821086+0.0212002862j,0.1178588048+0.0479242206j,0.0870683715+0.0262764059j,0.0988865644-0.0071042841j,0.0969465151-0.0743422061j,0.0968660191-0.0086140670j,0.1077096537-0.0699852929j,0.1259725988-0.0769586787j,0.1044516936-0.0879963711j,0.1052439064-0.0450766422j,0.0987368524-0.0539853126j,0.1124437898+0.0059781093j,0.0886510462-0.0760492310j,0.1356447339+0.0200213622j,0.1323192865-0.0745008811j,0.1908989400-0.0212945715j,0.1269812286-0.0636151060j,0.1756163836+0.0177907329j,0.1378987134-0.0266035926j,0.1027147844-0.0162640307j,0.1212423369-0.0538543463j,0.0625902563-0.0319516808j,0.0772950277-0.0549763218j,0.1384603828-0.0734831989j,0.1392436326-0.0475677960j,0.0657314882-0.0485270284j,0.0751826391-0.0320607275j,0.1353010833+0.0100606140j,0.1347808093-0.0513396561j,0.1132085547-0.0126683051j,0.1157920137-0.0560754575j,0.2274862826+0.0148275625j,0.1722688228+0.0045648711j,0.1424887627-0.0008090688j,0.1171237826+0.0018843143j
14117,/m/04ymln,Mathcore,music genre parent genre,0.0751100406+0.0277750269j,0.0837201625+0.0131452642j,0.0661481991+0.0258421544j,0.0869644210+0.0210358892j,0.0906383842-0.0070833489j,0.0675913244-0.0347737558j,0.0993266255+0.0037068343j,0.0933989286-0.0289820451j,0.0993675888+0.0338532999j,0.1442297995+0.0198193584j,0.0781698674+0.0413230695j,0.1354971081+0.0522566587j,0.1267018765-0.0121263256j,0.1226029396-0.0643534064j,0.1318622530+0.0213608742j,0.1676798463-0.0270962641j,0.1085306033+0.0696841478j,0.1395184696+0.0668376759j,0.0899654403+0.0098552750j,0.1291210055+0.0079996372j,0.1184351519-0.0447174311j,0.0911677554-0.0756906420j,0.0845004246-0.0701903999j,0.0696768090-0.0985593498j,0.0917982236+0.1006974503j,0.1544456631+0.1382899284j,0.0788615122+0.0438502654j,0.1446058005+0.0756555572j,0.1420326978-0.0113297142j,0.1573853195-0.0630882010j,0.1124771610-0.0325198062j,0.1412581503-0.0804462433j,0.0776671171+0.0228130482j,0.0753173679+0.0037531995j,0.0624292307+0.0230080336j,0.0728009194+0.0132244360j,0.1017469466-0.0318047665j,0.0579351895-0.0524567477j,0.1071933135-0.0148366038j,0.0822869986-0.0460811220j,0.1024038568+0.0421441533j,0.1330140233+0.0237368662j,0.0713474527+0.0485157594j,0.1116508245+0.0546548255j,0.1537958384-0.0295218639j,0.1237306818-0.0843208805j,0.1509481072+0.0175285153j,0.1662349850-0.0380892120j,0.1003934518+0.0709218979j,0.1166766360+0.0585052706j,0.0777083337+0.0156676322j,0.1000016555+0.0125901187j,0.1250451952-0.0635301173j,0.0789342448-0.0859521404j,0.0814817250-0.0769973174j,0.0557093397-0.0956254900j,0.0722197667+0.1139462367j,0.1139364839+0.1389404386j,0.0610802025+0.0549784899j,0.1007338390+0.0824260861j,0.1639700383-0.0096350834j,0.1597917080-0.0638674200j,0.1213581041-0.0260883532j,0.1364371181-0.0687645599j
1790,/m/0pzpz,Chattanooga,location location contains,0.0226446427+0.0397935025j,0.0490139723+0.0268449876j,0.0614482015+0.0020800908j,0.0665179491-0.0503529906j,0.0396353677+0.0112655312j,0.0247737281+0.0202118494j,0.0218657441-0.0855878294j,0.0328386948-0.0591310933j,0.0437703878+0.0431253500j,0.0244392864+0.0630647540j,0.0606662966-0.0222293139j,0.0750549808-0.0193582233j,0.0436242186-0.0248329528j,0.0214723144+0.0260567181j,-0.0570478514-0.0680124015j,0.0214354955-0.0539905466j,0.0516186878+0.0592362322j,0.0637696236+0.0010292351j,0.0820959657+0.0137067307j,0.0491536595-0.0493849479j,0.0315536968-0.0621844716j,0.0264573451-0.0308270790j,-0.0756933168-0.1005608067j,-0.0382193364-0.0577013195j,0.1038693562+0.0313952118j,0.0694588423+0.0339849852j,0.0818020999-0.0512502044j,0.0553434603-0.0451554246j,-0.0496042706-0.0728713423j,0.0314665698-0.0353154466j,-0.1378340721+0.0468319878j,-0.0568234622-0.0459313467j,0.0324471667+0.0704764500j,0.0439829379+0.1070658490j,0.0267037749+0.1760159582j,0.0325731561+0.1792863607j,0.0512173511-0.0268168040j,0.0436822586+0.0246213470j,0.1467855275-0.1621558517j,0.1221567988+0.0179280806j,0.0747008845+0.0507911742j,-0.0038859306+0.1248068362j,0.1650109142+0.1205019206j,0.0101312706+0.1933261156j,0.0018109458-0.0706744641j,0.0505993851+0.0193744618j,-0.1339578629-0.2174654454j,0.1323836744-0.0277681332j,0.0444512218+0.1042755246j,0.0750660077+0.0826268420j,-0.0085650869+0.1849423051j,0.0447941683+0.1117476225j,-0.0058931261-0.1167361885j,0.0422494262-0.0612296388j,-0.0442447141-0.2652180791j,0.0619061254-0.1099182963j,0.1384788752+0.0480137430j,0.0725460947+0.1050887480j,0.2008685768+0.1291028410j,0.0673168525+0.1178255603j,-0.1476176083-0.0251224004j,0.0302276574-0.0918697342j,-0.3385986686+0.0444690697j,0.0058560418-0.1636010110j
4073,/m/021l5s,Indiana State University,location location contains,0.0986368731+0.0576182008j,0.0939080268+0.0685757473j,0.1564244330+0.0470579714j,0.0991438627+0.0523849465j,0.1507002413+0.0251851548j,0.1246503219+0.0165210478j,0.1647455394+0.0149309840j,0.0877092183+0.0154245943j,0.1197853535+0.0060710246j,0.0838923231+0.0000389630j,0.1601901054-0.0003333412j,0.0715586543+0.0047743372j,0.1414969712-0.0146870054j,0.0739810988-0.0228966996j,0.1442494690+0.0027695568j,0.0462438315-0.0015809484j,0.0890204012+0.0630819127j,0.0724679604+0.0733546317j,0.1604558080+0.0471861213j,0.0912739560+0.0559203103j,0.1373966932+0.0332539156j,0.1035449356+0.0289850608j,0.1618011892+0.0064466191j,0.0789257735+0.0156204142j,0.1302556694+0.0012015260j,0.0847573206+0.0033042359j,0.1850296408-0.0281749051j,0.0777856633+0.0010183547j,0.1435012817-0.0236434340j,0.0698209330-0.0205817483j,0.1547576785-0.0263936464j,0.0452426262-0.0053911135j,0.1400970817+0.0552028045j,0.1257724911+0.0555205196j,0.1819104701+0.0294589680j,0.1093523577+0.0327588283j,0.2213151604-0.0522071160j,0.1594351381-0.0573289990j,0.1989444196-0.0626122802j,0.0950172395-0.0300846733j,0.1280344427+0.0237534810j,0.0801026300+0.0048216153j,0.1482827812+0.0214154776j,0.0574747361+0.0080023659j,0.1676383466-0.0352010913j,0.0728533193-0.0394412540j,0.1490147710-0.0124927331j,0.0388568789-0.0095092067j,0.0986579657+0.0414100811j,0.0786930695+0.0446731038j,0.1412730664+0.0110919336j,0.0782535374+0.0225058794j,0.1523542404-0.0308624972j,0.1042205095-0.0246692989j,0.1419859678-0.0597003922j,0.0641739890-0.0214118604j,0.1058643609+0.0081426194j,0.0606419109+0.0021712687j,0.1304172426-0.0085178120j,0.0464555286+0.0011415567j,0.1255882829-0.0439822599j,0.0503084958-0.0307515878j,0.1173421741-0.0398625694j,0.0274371151-0.0108531024j
3139,/m/02607j,Hofstra University,education educational degree people with this degree. education education institution,0.0703382194-0.0043704994j,0.0760927424+0.0197274908j,0.0755814463-0.0266520381j,0.0842588022+0.0088685937j,0.0767747611-0.0391290933j,0.0849687681+0.0116194347j,0.0800192580-0.0560684279j,0.0954777747+0.0108899865j,0.0664657727+0.0305129457j,0.0354501680+0.0712699592j,0.0817440748+0.0158309825j,0.0451276302+0.0724955499j,0.0895715579-0.0630827993j,0.1120731309+0.0464529917j,0.0983086452-0.0823754966j,0.1279616207+0.0595445745j,0.0757129714+0.0050869863j,0.0850639939+0.0058741486j,0.0947032273-0.0618117861j,0.1048546731-0.0532091334j,0.0851567462-0.0738869384j,0.1035349742-0.0446392559j,0.0472406782-0.1568589509j,0.0945071578-0.1152363122j,0.0725936964+0.0493346304j,0.0519616641+0.0781494081j,0.1316200793-0.0004874335j,0.1146086752+0.0613221154j,0.0928096920-0.1117454469j,0.1559079289-0.0267904811j,0.0389095098-0.2132516652j,0.1794018596-0.1180590242j,0.0730105862+0.0142513253j,0.0700552464+0.0514580160j,0.0794607177+0.0229067579j,0.0622612052+0.0689279363j,0.0943289027-0.0327889733j,0.0962321833+0.0399200246j,0.1126436293-0.0135080088j,0.0892476216+0.0760163888j,0.0543719418+0.0629914626j,-0.0094538713+0.0904605016j,0.0505102128+0.0772633180j,-0.0345481411+0.0901799798j,0.1255237609-0.0437251143j,0.1065694243+0.1112378240j,0.1562061906-0.0104036685j,0.0685331747+0.1671150178j,0.0720433518+0.0164241493j,0.0812763870+0.0291449707j,0.1059635878-0.0074998969j,0.1134086028+0.0187642202j,0.0908203200-0.0754901543j,0.1194979250-0.0323797911j,0.1018520221-0.1294315308j,0.1453238726-0.0586739480j,0.0574567653+0.0751485452j,0.0119709959+0.0999180377j,0.1076046377+0.0844677240j,0.0344570987+0.1304273903j,0.1199487075-0.1051228866j,0.1795425117+0.0224441048j,0.1456711739-0.1769930124j,0.2359585613+0.0164064132j
3116,/m/0jswp,High Noon,award award category nominees. award award nomination nominated for,0.0380496196-0.0419893973j,0.0596674196-0.0352736935j,0.0349099413-0.0353996940j,0.0621018708-0.0152834002j,0.0496222600-0.0386415720j,0.0896135494-0.0113255149j,0.0551271141-0.0299324114j,0.0868817791+0.0268172510j,0.0712055713-0.0191651285j,0.0648928359+0.0614291802j,0.0504370555-0.0019288657j,0.0193857439+0.0652877912j,0.0923162401-0.0169019904j,0.0573563278+0.1105110198j,0.0728312954+0.0103980713j,-0.0142852189+0.1033571064j,-0.0434770882-0.0987766087j,0.0289523341-0.0985678360j,-0.0076310309-0.0789662525j,0.0595808402-0.0549900904j,0.0374451093-0.1069230363j,0.1149592474-0.0400349274j,0.0648109466-0.0684382915j,0.1000718176+0.0332841761j,0.1376736015-0.0399826020j,0.0723279268+0.1305461973j,0.0781119019+0.0177121442j,-0.0279562864+0.0930652320j,0.1537899226+0.0636727363j,-0.0767964646+0.1841013730j,0.0614656322+0.0916261896j,-0.1408142298+0.0441234261j,-0.0124299638-0.0515468232j,-0.0089640832-0.0841243491j,-0.0164950490-0.0412111953j,0.0023855567-0.0781761184j,0.0128365513-0.0597398467j,0.0703500807-0.0807537436j,0.0123654008-0.0566844232j,0.0886605382-0.0555799343j,0.0662275404-0.0194105618j,0.1008380353+0.0688598156j,0.0404410698-0.0103363423j,0.0499171093+0.0679727718j,0.0978117660+0.0095862299j,0.0489380732+0.1691827923j,0.0644530207+0.0181290712j,-0.0266403742+0.1274113059j,-0.1503222436-0.0398504958j,-0.1499705911-0.1416260302j,-0.0974024907-0.0448186882j,-0.0542393737-0.1474927813j,-0.0453731827-0.1395352334j,0.0907762200-0.1791545451j,-0.0008240872-0.1133412868j,0.1451124847-0.0791052356j,0.1643577218-0.0463537984j,0.1666673720+0.2045056820j,0.0848962367+0.0018347016j,0.0119087696+0.1517851502j,0.1524220556+0.1180621386j,-0.1568520665+0.2680262029j,0.0493458956+0.0980803072j,-0.1894583553+0.0561700277j
8786,/m/04z_x4v,Boris Leven,film film film production design by,0.1376625299+0.0199482590j,0.1366359144-0.0007594302j,0.1515907049+0.0289236624j,0.1295985729-0.0205274764j,0.0845603049+0.0684605613j,0.0961457491+0.0308023654j,0.1037668139+0.1270488203j,0.1260543317+0.0411986187j,0.1654096395-0.0423922092j,0.1239968017-0.0737078041j,0.1421542764-0.0017252029j,0.0937983170-0.0523099080j,0.1026171520+0.0774793327j,0.1060571671+0.0127573684j,0.0734364837+0.1241683513j,0.1035837308+0.0322801620j,0.1187483072+0.0560196266j,0.1242468059+0.0490079895j,0.1283158511+0.0729993507j,0.1252607405+0.0328320377j,0.0558588803+0.0892433450j,0.0763656348+0.0665026382j,0.0548974685+0.1495390683j,0.0980835259+0.0903624669j,0.1329775155+0.0072493120j,0.1158440709-0.0153624844j,0.1079584435+0.0386194140j,0.0875208825-0.0056599537j,0.0564972349+0.0845727697j,0.0748874545+0.0455501489j,0.0218473375+0.1180894822j,0.0670717582+0.0626512170j,0.1331944168-0.0780038163j,0.1053691059-0.1164235845j,0.1148212403-0.0907196179j,0.0517386273-0.1202376038j,0.1155866012+0.0439205617j,0.1156939119-0.0190064032j,0.1479658037+0.0582158566j,0.1254576743-0.0446515605j,0.0796964318-0.1298990101j,0.0167978983-0.1348097622j,0.0602994189-0.0906980485j,-0.0039709862-0.0893641263j,0.1144501194+0.0303713065j,0.0942822173-0.0411355011j,0.1031509787+0.0480196364j,0.0833820328-0.0388235524j,0.1410355270-0.0279589687j,0.1388346255-0.0604496710j,0.1309975237-0.0407528952j,0.0951886475-0.0836524442j,0.0891752765+0.0775495917j,0.1117451862+0.0312647298j,0.1114908829+0.1040811613j,0.1311984956+0.0162950996j,0.0910667256-0.0748609677j,0.0579820760-0.0921361223j,0.0694989860-0.0481633209j,0.0282031987-0.0648342893j,0.0755555928+0.0539300963j,0.0834277719+0.0038896375j,0.0621762350+0.0675858483j,0.0756065473+0.0032978957j
