entity_id,entity_raw,entity_text,dominant_relation,pca_x,pca_y,tsne_x,tsne_y
4803,/m/03pnvq,Shueisha,organization organization headquarters. location mailing address citytown,-0.4098292,0.1707769,-17.848923,8.151382
13588,/m/0nm9y,Aroostook County,location location adjoin s. location adjoining relationship adjoins,-0.36707628,0.17237204,-16.548021,0.17158277
10299,/m/0ggyr,Como,location location contains,-0.118164375,0.3393141,2.6147766,9.684472
10133,/m/0cw67g,Richard A. Baker,film film other crew. film film crew gig crewmember,0.6955905,-0.223791,52.53438,17.900162
14118,/m/0hv7l,Busan,common topic webpage. common webpage category,-0.29679072,0.25152546,-22.156172,9.785779
5925,/m/0123r4,Band Aid,music performance role regular performances. music group membership group,0.45114088,-0.2257523,50.844307,-4.646702
9459,/m/019vsw,Harrow School,education educational institution students graduates. education education student,-0.42530495,0.09686977,-20.018375,-2.0165021
3150,/m/01wyy_,John Milius,award award nominee award nominations. award award nomination award nominee,0.7593455,0.11493063,50.023952,10.940234
11543,/m/0hn2q,Philadelphia Flyers,sports sports position players. sports sports team roster team,-0.31920528,0.23193663,-16.99596,19.490923
1139,/m/0n5fl,Hunterdon County,location location adjoin s. location adjoining relationship adjoins,-0.28123152,0.14521891,-9.386747,-7.409706
750,/m/026dg51,Courtney Simon,award award nominee award nominations. award award nomination award nominee,0.84432006,-0.09415653,58.557583,10.2718725
10834,/m/025r_t,Derby,location location adjoin s. location adjoining relationship adjoins,-0.10534005,0.34523213,3.8276644,4.3577213
3733,/m/0184tc,Labyrinth,film film release date s. film film regional release date film release region,-0.54779696,-0.2700821,-51.731346,-5.4694047
12665,/m/02gnj2,Len Wein,people person profession,0.18328977,0.37254393,13.657054,5.161207
4741,/m/011ycb,Quiz Show,film film release date s. film film regional release date film release region,-0.5543185,-0.52632123,-55.5271,-11.92979
1307,/m/01pw2f1,Alyssa Milano,base popstra celebrity dated. base popstra dated participant,0.6607361,0.17476815,41.3383,15.049007
14013,/m/01j950,Crown prince,government government office category officeholders. government government position held jurisdiction of office,-0.48009562,0.12594467,-21.4372,5.036903
3814,/m/081g_l,Avex Trax,music record label artist,-0.09135099,0.3489986,-0.19319633,13.050408
14196,/m/01fhsb,Pastor,people person profession,-0.13118683,0.3320679,2.6326642,9.207682
1654,/m/0gr51,Academy Award for Best Original Screenplay,award award category nominees. award award nomination nominated for,0.5517325,-0.950235,15.099481,-42.55502
6227,/m/0lbfv,University of Manchester,education educational degree people with this degree. education education institution,-0.3003232,0.25300616,-13.379536,1.6983832
4554,/m/0f6_4,Rensselaer County,location location adjoin s. location adjoining relationship adjoins,-0.15707265,0.29703707,0.01089193,-0.74881035
7428,/m/04pnx,Latin America,location location contains,-0.40948623,-0.24725533,-27.947987,-2.3785226
10415,/m/0n56v,Bernalillo County,location location adjoin s. location adjoining relationship adjoins,-0.4215042,0.06190294,-12.899217,-15.589051
13666,/m/0nqph,Arlington,location location contains,-0.34840983,0.20997381,-12.818236,4.616269
5977,/m/06rhz7,The Pursuit of Happyness,award award category nominees. award award nomination nominated for,-0.5339216,-0.09882194,-41.86375,-1.4929295
2664,/m/0161sp,Lenny Kravitz,music artist track contributions. music track contribution role,0.8371536,0.039288998,52.638992,5.019968
6065,/m/05n6sq,Lords of Dogtown,film film genre,-0.57497466,-0.03731662,-38.77531,-2.1906278
5820,/m/0cdf37,Dean Tavoularis,film film film production design by,0.5890051,0.19319218,38.94185,10.663732
3432,/m/02t4yc,Western Kentucky University,education educational degree people with this degree. education education institution,-0.32575905,0.03020829,-20.336596,-13.232646
10980,/m/01tgwv,Arthur C. Clarke Award,award award nominee award nominations. award award nomination award,0.1619711,0.039245784,6.2087603,-11.914643
4374,/m/080lkt7,Howl,film film release date s. film film regional release date film release region,-0.5186488,-0.2510106,-48.57315,-8.43901
11498,/m/02y0dd,Robbie Keane,soccer football player current team. sports sports team roster team,0.1855644,0.33702302,20.5052,13.641831
11199,/m/02gjrc,Jesus of Nazareth,tv tv program regular cast. tv regular tv appearance actor,-0.47211182,-0.0987235,-46.9077,-2.457821
10617,/m/08g5q7,Cerebral hemorrhage,people cause of death people,-0.38406932,0.0896548,-18.806946,-4.6979017
1169,/m/08pgl8,U.S. Sassuolo Calcio,soccer football team current roster. soccer football roster position position,-0.13637887,0.25542796,-16.601446,24.163166
9980,/m/04wp63,Ben Burtt,award award nominee award nominations. award award nomination award nominee,0.69382465,-0.07285085,52.10255,17.562933
10403,/m/06mvyf,Cleveland Institute of Music,education educational institution campus educational institution,-0.31068528,0.2234388,-10.896741,-1.6167672
2803,/m/041xyk,Real Salt Lake,soccer football team current roster. soccer football roster position position,-0.17089333,0.33571494,-0.6433198,12.994883
8751,/m/03y317,One Tree Hill,media common netflix genre titles,-0.44116825,0.06855965,-22.55766,0.15745683
11946,/m/01xl5,Cessna,organization role leaders. organization leadership organization,-0.37048292,0.1721865,-17.759928,-0.23677933
4010,/m/046qq,Jon Voight,film actor film. film performance film,0.5346381,0.23997742,38.715996,11.325533
2677,/m/06n6p,Social science,education educational institution students graduates. education education major field of study,0.16345778,-0.1942271,17.876657,-35.01934
7573,/m/05ch98,The Jacket,film film genre,-0.4358117,-0.038271904,-43.490818,-1.331848
6216,/m/02sn34,Kiev,travel travel destination climate. travel travel destination monthly climate month,-0.3116436,-0.028105378,-7.642948,-21.513874
4422,/m/02h1rt,Richard Taylor,film film other crew. film film crew gig crewmember,0.40340704,0.29881006,30.661179,10.204054
10485,/m/0dhml,Frederick,location location contains,-0.29924452,0.24488729,-15.614887,9.87003
11274,/m/059x3p,Lakeshore Entertainment,film film production companies,0.021965519,0.29661596,8.054927,20.917786
9125,/m/017lqp,Roger Moore,film actor film. film performance film,0.41076624,0.32062745,29.868122,15.207378
3598,/m/0dx8gj,"Lust, Caution",film film genre,-0.48646933,-0.5712364,-55.581158,-17.734901
11216,/m/06jkm,Ralph Waldo Emerson,influence influence node influenced by,0.31514364,0.38047403,24.74549,9.837735
5313,/m/03rwng,Jean Smart,award award nominee award nominations. award award nomination award,0.53191555,0.23160928,38.772957,15.589338
13809,/m/02245,Communist Party of the Soviet Union,government political party politicians in this party. government political party tenure politician,-0.3391748,0.22337693,-15.532275,4.2442813
12588,/m/01fkr_,VH1,tv tv network programs. tv tv network duration program,0.054069802,0.3714524,15.266879,12.300077
12713,/m/0906w9,PFC Spartak Nalchik,sports sports position players. sports sports team roster team,-0.021670729,0.31401396,-10.946828,23.394356
916,/m/03x3wf,Grammy Lifetime Achievement Award,award award category winners. award award honor award winner,0.49450886,-0.7301116,18.878551,-43.174534
3752,/m/02dk5q,State school,education educational institution school type,-0.10715993,0.2990769,-14.281088,23.518776
13464,/m/02qnk5c,Iftekhar,people person nationality,-0.13563906,0.35034746,5.0815344,13.948065
525,/m/0pc62,Pearl Harbor,film actor film. film performance film,-0.45068085,-0.6114655,-56.560833,-19.587124
13189,/m/0ftns,Valletta,location location contains,-0.28055233,0.27870524,-8.550594,5.4528656
5168,/m/04cbbz,Rambo III,award award winning work awards won. award award honor honored for,-0.49210387,-0.5518998,-56.823055,-15.975217
6572,/m/0lfbm,Jessica Tandy,award award nominee award nominations. award award nomination award,0.27047175,0.2836864,21.476507,8.437664
4386,/m/02gyl0,Theodore Bikel,people person profession,0.17556858,0.38574046,19.074392,12.609339
1084,/m/0bm02,bass drum,music performance role track performances. music track contribution role,0.36547056,-1.2937212,2.9871252,-48.20443
3456,/m/03h2c,Honduras,olympics olympic sport athletes. olympics olympic athlete affiliation country,-0.20380871,-0.32528555,-3.791937,-26.891788
9292,/m/037s5h,Lee Majors,people person places lived. people place lived location,0.0055925697,0.35024202,10.7419195,9.085022
14358,/m/0fr_b,Panama City,location location contains,0.05556476,0.3611458,9.002497,3.2114394
11762,/m/017j4q,Epsom,location location contains,-0.2546354,0.26248848,-4.1084275,16.528563
5155,/m/019lxm,Santos FC,soccer football team current roster. sports sports team roster position,-0.28030473,0.22288483,-18.877071,20.949791
3483,/m/027r8p,Maura Tierney,award award nominee award nominations. award award nomination award nominee,0.25094324,0.3553276,22.995626,14.34929
10738,/m/05rnp1,Charles Band,people person profession,-0.05843009,0.3567893,9.069439,12.567915
8179,/m/063_t,Peter Sellers,influence influence node influenced by,0.49852693,0.2681259,33.394024,3.3799493
6482,/m/047rkcm,The Ugly Truth,film film other crew. film film crew gig film crew role,-0.35382146,0.02948755,-42.670307,2.4763763
10532,/m/0fkh6,Orange County,location location adjoin s. location adjoining relationship adjoins,-0.39584607,0.16514868,-10.210455,-11.370786
7517,/m/02qw2xb,Lea Michele,award award winner awards won. award award honor award winner,0.71757674,0.08481139,53.72866,15.836504
2340,/m/05b3ts,Safety,sports sports position players. sports sports team roster team,0.22021113,-1.4030827,-1.118296,-45.579063
4339,/m/044k8,Janis Joplin,music genre artists,0.56853676,0.14739865,44.90238,-0.60692024
2287,/m/016sp_,Dwight Yoakam,award award nominee award nominations. award award nomination award nominee,0.600418,0.18753338,37.072216,1.817579
4040,/m/012rng,Norman Jewison,award award nominee award nominations. award award nomination nominated for,0.5495967,0.29116505,35.49157,13.9155445
12205,/m/04pry,Lansing,location location contains,-0.2935862,0.14873493,-4.71276,-11.439471
9197,/m/0f8j13,Fear and Loathing in Las Vegas,film film genre,-0.5066893,-0.2003949,-50.444527,-3.8323364
8830,/m/04sh3,Medicine,education educational institution students graduates. education education major field of study,0.43362206,-1.2479639,12.694023,-45.388767
4304,/m/0gq_d,Academy Award for Best Short Film (Animated),award award category winners. award award honor ceremony,0.5055806,-0.65528935,17.553843,-41.05078
12239,/m/01gh6z,Minas Gerais,base aareas schema administrative area administrative parent,-0.41639465,0.021179974,-11.739011,-21.074806
9577,/m/0g57wgv,The Perks of Being a Wallflower,film film release date s. film film regional release date film release region,-0.54346114,-0.2162225,-49.297512,-5.2543864
7019,/m/0q9b0,Man on the Moon,award award nominee award nominations. award award nomination nominated for,-0.5306009,-0.100605816,-42.97289,-2.7448423
9560,/m/0bbxd3,David Greenwalt,tv tv producer programs produced. tv tv producer term program,0.058743045,0.34721273,10.497914,16.096106
6543,/m/07l8f,Tampa Bay Rays,sports sports position players. sports sports team roster team,-0.2952479,0.25865012,-2.2075887,18.811316
5930,/m/01htxr,Tony Bennett,award award nominee award nominations. award award nomination award nominee,0.8067804,0.063412905,51.83287,5.0947247
3593,/m/05jm7,Neil Gaiman,influence influence node influenced by,0.5390931,0.28479683,31.70204,3.1035457
2266,/m/0sxrz,1920 Summer Olympics,olympics olympic games sports,0.40653628,-1.1693654,4.155326,-48.03272
8348,/m/044_7j,Steven Blum,people person profession,0.115874395,0.36499316,17.903511,12.865938
8085,/m/05z_p6,Mark Robson,people person profession,0.1468494,0.3669809,18.18454,7.3090706
1489,/m/05zvj3m,MTV Movie Award for Best Comedic Performance,award award category nominees. award award nomination nominated for,0.5608712,-1.0483994,13.86588,-42.493027
12382,/m/0d7m90,ECW on TNN,tv tv network programs. tv tv network duration program,-0.4267465,0.11485362,-18.201128,6.2759633
771,/m/06b1q,Quarterback,sports sports position players. sports sports team roster team,0.3780131,-1.3393778,-1.2315409,-45.807125
14108,/m/01bkv,Bulgarian Language,film film language,-0.19313909,0.16829383,0.95990974,-1.7812843
1796,/m/02lyr4,Outfielder,sports sports position players. sports sports team roster team,0.0019408911,-0.73667395,-37.721348,-26.2683
2504,/m/038rzr,Gerard Butler,film actor film. film performance film,0.29083407,0.31942838,28.584358,16.756111
10280,/m/02s838,Dorchester,location location contains,-0.4252007,-0.063637555,-21.453083,-15.002307
2621,/m/016h9b,Maurice Gibb,music group member membership. music group membership role,0.77594024,-0.0387972,52.194904,0.36066145
12977,/m/03qrh9,Hiroshima Toyo Carp,sports sports team roster. baseball baseball roster position position,-0.4776231,0.10640395,-19.526638,-1.4041839
11149,/m/0cxgc,Surrey,location location contains,-0.26533574,0.14409947,-4.3749814,-18.464933
6916,/m/0d2t4g,Philippine Time Zone-US,location location time zones,-0.18855329,0.24577451,-7.126823,-3.8444846
9771,/m/04mhxx,America Ferrera,award award nominee award nominations. award award nomination award nominee,0.5507287,0.26186615,36.63042,8.68115
1040,/m/016gr2,Derek Jacobi,award award nominee award nominations. award award nomination award nominee,0.88181263,-0.10061273,57.74645,13.44637
6304,/m/0b_75k,1998 NCAA Men's Division I Basketball Tournament,base marchmadness ncaa basketball tournament seeds. base marchmadness ncaa tournament seed team,-0.26645166,0.2449581,-7.3197336,14.551831
6252,/m/01lrrt,Melodrama,film film genre,-0.35126346,-0.046146035,-27.265936,10.551065
9763,/m/01_k7f,University of Northern Colorado,education educational institution students graduates. education education major field of study,-0.18989997,0.25926632,-16.243387,16.351665
7668,/m/0d1xh,Brazoria County,location location adjoin s. location adjoining relationship adjoins,-0.25632972,0.20274407,-1.7332155,-9.100358
8669,/m/01v80y,Barry Levinson,award award nominee award nominations. award award nomination award,0.7022633,0.1121729,52.25992,9.825211
4119,/m/0fc9js,Primetime Emmy Award for Outstanding Variety Series,award award nominee award nominations. award award nomination award,0.63582516,-0.94320184,14.829154,-43.2336
9064,/m/014knw,Stalag 17,film film release date s. film film regional release date film release region,-0.47985518,-0.2718347,-47.860947,-7.6501045
14103,/m/0h5qxv,Nunavut,government legislative session members. government government position held district represented,-0.35020697,0.16108018,-22.320665,9.7104645
188,/m/0yyg4,Mississippi Burning,award award category nominees. award award nomination nominated for,-0.5411786,-0.5908103,-60.00957,-14.04628
11145,/m/0dznvw,23rd Academy Awards,award award category winners. award award honor ceremony,-0.09633471,-0.17809257,11.999973,-20.364265
11808,/m/035s37,Finland national football team,soccer football team current roster. soccer football roster position position,-0.15127249,0.3103227,-7.9533277,23.414406
1876,/m/01hqhm,Magnolia,film actor film. film performance film,-0.48358077,-0.5008128,-51.82429,-15.446511
11169,/m/03k7dn,Denison University,education educational degree people with this degree. education education institution,-0.29160517,0.10831171,-18.95678,-13.356577
8797,/m/02hrb2,Philipps University of Marburg,education educational institution campus educational institution,-0.38402653,0.064395666,-16.201067,-16.18385
12302,/m/01pt5w,Quezon City,location location contains,-0.5737142,-0.018522203,-23.699732,-3.9527507
4371,/m/018n6m,Missy Elliott,award award nominee award nominations. award award nomination award,0.8582999,-0.029643357,54.126713,0.8866771
12592,/m/0q_0z,Bakersfield,music artist origin,-0.34752876,0.08281946,-8.071574,-10.738427
10501,/m/03j76b,AC Sparta Prague,soccer football team current roster. sports sports team roster position,-0.30012828,0.24777377,-17.50421,18.31948
5573,/m/02h22,Das Boot,film film release date s. film film regional release date film release region,-0.46343958,-0.42861342,-51.77777,-11.307628
1827,/m/0bdx29,Primetime Emmy Award for Outstanding Supporting Actress - Drama Series,award award nominee award nominations. award award nomination award,0.5616437,-0.9124075,16.222544,-42.84647
4808,/m/014kkm,The Bad and the Beautiful,award award nominee award nominations. award award nomination nominated for,-0.5610597,-0.4414859,-55.077652,-10.2156925
7123,/m/06mnr,Statistics,education educational institution students graduates. education education major field of study,0.27773744,-0.6513072,11.227958,-44.13085
2591,/m/04jwly,Far from Heaven,award award category nominees. award award nomination nominated for,-0.5244548,-0.6375493,-54.896725,-20.150661
7433,/m/0fxmbn,The Man with the Golden Gun,film film language,-0.544425,-0.36749336,-54.04382,-11.858623
53,/m/08815,Yale University,education educational institution students graduates. education education student,-0.36141783,-0.12695196,-18.58907,-17.964434
11830,/m/0gt14,Mr. Smith Goes to Washington,film film genre,-0.5220238,-0.3548654,-51.509846,-10.8285675
11791,/m/02rfft,Epic Games,business business operation industry,-0.2624994,0.29041743,-1.9968413,14.451883
4315,/m/025l5,Chet Atkins,award award nominee award nominations. award award nomination award nominee,0.6209186,0.2342974,36.660988,4.208586
8201,/m/02clgg,Wayne Knight,film actor film. film performance film,0.62970203,0.22486919,40.8241,10.518665
12483,/m/03mr85,Peyton Place,award award category nominees. award award nomination nominated for,-0.5393199,-0.3756472,-56.97175,-8.651625
2927,/m/01w7nww,Erykah Badu,award award nominee award nominations. award award nomination award nominee,0.8038938,0.025516689,52.07561,4.0507517
8317,/m/07m69t,Boaz Myhill,sports pro athlete teams. sports sports team roster team,-0.17441608,0.19325566,-6.5585976,21.311762
1743,/m/05qbckf,Iron Man 2,film film release date s. film film regional release date film release region,-0.57843745,-0.5442537,-56.12641,-14.516918
14262,/m/012x8m,SST Records,music record label artist,-0.4096316,0.16186184,-13.729228,9.968549
10244,/m/020jqv,Paul Williams,award award nominee award nominations. award award nomination award nominee,0.64346325,0.17477226,42.674263,5.30631
4889,/m/09d6p2,Chairman,business job title people with this title. business employment tenure company,-0.22615059,0.20461893,-2.050346,4.7255793
13789,/m/02r0st6,Joseph Sargent,people person profession,0.0021719933,0.3646716,12.869209,13.20009
10468,/m/01n43d,Verona,location location contains,-0.09219159,0.24225533,-3.9125915,-0.7754111
14336,/m/09dhj,Family,tv tv program genre,-0.101068094,0.3359388,4.637181,8.973823
9977,/m/016tbr,David Schwimmer,award award nominee award nominations. award award nomination award nominee,0.8292816,0.057904243,53.979565,7.5624304
3258,/m/05563d,The Mothers of Invention,music performance role regular performances. music group membership group,0.6116511,-0.33548188,51.405624,-4.626308
14375,/m/01fpdh,Reform Party of Canada,government political party politicians in this party. government political party tenure politician,-0.17831858,0.33234882,0.04396179,0.78186285
6126,/m/0dmtp,"Cisco Systems, Inc.",business job title people with this title. business employment tenure company,-0.2593841,0.2164489,-4.1857023,1.5123445
12492,/m/01s7z0,Vince McMahon,people person profession,-0.1765834,0.27420294,2.8176982,19.851673
2646,/m/0653m,Standard Mandarin,film film language,0.3540667,-1.1836828,1.8593762,-43.45749
8837,/m/0brgy,Anorexia,medicine symptom symptom of,-0.25828052,0.26776838,-0.7003946,-3.9469237
12757,/m/03lgtv,Session musician,people person profession,-0.07567498,0.3025791,-12.011452,24.825684
8689,/m/03hfxx,Mehmood,people person profession,0.14338154,0.34889257,20.47544,12.116493
9,/m/02nzb8,Midfielder,soccer football team current roster. sports sports team roster position,0.35407197,-1.4031773,-0.68759257,-46.214333
9813,/m/0267wwv,Jesus Christ Superstar,film film release date s. film film regional release date film release region,-0.5201334,-0.24474776,-50.867027,-6.697142
5310,/m/099pks,King of the Hill,tv tv program genre,-0.28729367,0.23930854,-12.460496,12.235164
8005,/m/0l5yl,Jack Benny,influence influence node influenced by,0.7536619,0.085876405,51.55243,7.5781546
319,/m/01t_xp_,Rush,music performance role regular performances. music group membership group,0.41462463,0.10395157,48.111095,-3.3989604
1832,/m/02mhfy,Teri Garr,film actor film. film performance film,0.26796335,0.31840897,24.580322,12.543549
5947,/m/0j8p6,St. John's,location location contains,-0.12610315,0.29120922,-1.6837409,6.161153
13626,/m/0212ny,Ukrainian SSR,military military combatant military conflicts. military military combatant group combatants,-0.24394055,0.21033114,-16.997566,16.770271
13218,/m/03lrls,Modern history,education educational institution students graduates. education education major field of study,-0.12971447,0.034157217,0.17440581,-14.158326
5038,/m/05pzdk,Tim Carvell,award award nominee award nominations. award award nomination award nominee,0.5430542,0.2503891,34.468582,4.2854633
3923,/m/026lg0s,North Carolina Tar Heels football,sports sports position players. sports sports team roster team,-0.37146115,0.074952066,-20.930534,21.390717
949,/m/0h1mt,Jane Fonda,award award nominee award nominations. award award nomination award nominee,0.76663405,0.047572553,50.873604,14.171013
3946,/m/0nr_q,Johnson County,location location adjoin s. location adjoining relationship adjoins,-0.2906667,0.17735964,-13.191683,-12.233658
9295,/m/01nhkxp,Linda Perry,music artist track contributions. music track contribution role,0.49791956,0.22949481,40.87422,2.68376
1290,/m/02lgj6,Dan Grimaldi,award award nominee award nominations. award award nomination award nominee,0.7933595,0.062018275,52.437103,11.4153385
1403,/m/073hmq,60th Academy Awards,award award category winners. award award honor ceremony,-0.15036808,-0.32247466,11.964168,-20.836687
11991,/m/066yfh,Clive A. Smith,award award nominee award nominations. award award nomination award nominee,0.6549854,0.19484043,42.333237,9.651699
